Optional; From FLIMS,Optional; From FLIMS,"YBFMP (SHR, STTD, LIS); NDFA (All others); Shared (SHR, STTD, LIS during NDFS season)",Our station codes,From FLIMS/WDL. See Station Name to Number Tab.,Use sample code from FLIMS/WDL to connect field data and lab data,"Sampling Date; one station code-date/time combination per ""Sampling""","Sampling Time; one station code-date/time combination per ""Sampling""","Optional; for duplicate/replicate FIELD samples; individual sample numbers can be different between field and lab data, and can have two different times. Leave blank if NA.",Optional; for duplicate/replicate FIELD samples; individual sample collection date/time can be different between field and lab data. Leave blank if NA.,Optional; E.g. for duplicates/replicates or if we were collecting at different depths; individual sample collection date/time can be different between field and lab data. Leave blank if NA.,Should all be FIELD,,TRUE/FALSE,,,YSI Number,,,,,,,,,,,,,,,,,,,,,,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Comments pertaining to WQ collection,Anything important to note that was corrected from field sheet or during QAQC,,
Run Number ,Run Name,Measuring Program Name,Station Name,Station Number,Sampling Number (event),WDL SAM_COLLECTION_DATE,Collection Time,Sample Number,Sample Date,Sample Time,LabOrField,Recorder,Field Check,FieldChecker,Crew,YSI,WeatherCode,secchi,water.temp,DO.probe,sp.cond,EC,pH,Tide,FlowDirection,microcyst,VegRank,turb,SurfaceIrr,Depth1Irr,Depth2Irr,Depth3Irr,Depth4Irr,SubIrr1,SubIrr2,SubIrr3,SubIrr4,LightData,DriftData,LarvalData,150_ZoopsData,50_ZoopsData,PhytoData,ChlData,NutrData,FieldComments_WQ,DataCorrectionComments,EnteredBy,QAQCBy
,,,,,WDL_SAM Code,"mm/dd/yyyy 2 digits per month, day",hh:mm (PST) ,,"mm/dd/yyyy 2 digits per month, day",hh:mm (PST),,,Boolean,,,SCAL,SCAL,M,DEGC,MGL,MISM,MISM,SCAL,Tide,U/D/N,SCAL,SCAL,FNU,M,M,M,M,M,UMSM,UMSM,UMSM,UMSM,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,,,,
,,YBFMP,SHR,,ES1222B0382,12/12/2022,9:27,,,,FIELD,mminer,TRUE ,lolson,"lolson,jrobinson",3,CLR,0.32,9.7,10,160,113,7.51,Flood,D,1,1,22.2,1624.2,0.03,0.05,0.19,1.16,1220.3,810.6,405.4,16.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Very turbid from weekend storm (run off). Water very brown from weekend run off.,Changed surface irradiance from 1664.2 to 1624.2,lolson,molinger
,,YBFMP,STTD,,ES1222B0380,12/13/2022,10:21,,,,FIELD,mminer,TRUE,nikemiyagi,"nikemiyagi,ehubbard",3,CLR,1.30,8.9,9.47,373,259,7.59,Flood,U,1,2,6.4,1633.2,0.06,0.09,0.46,2.19,1264.2,820.5,405.4,22.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Removed tree from front of RST before beginning sampling. Last measurement taken at total depth of light attenuation pole.,ES1222B0386 changed to ES1222B0380,lolson,molinger
,,YBFMP,LIS,,ES1222B0381,12/13/2022,13:28,,,,FIELD,mminer,TRUE,ehubbard,"ehubbard,nikemiyagi",3,CLR,0.53,9.5,5.99,437,307,7.38,EBB,D,1,1,14,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,SHR,,ES1222B0391,12/27/2022,11:21,,,,FIELD,mminer,TRUE ,nikemiyagi,"molinger, nikemiyagi",3,RAN,1.20,9.0,10.94,165,114,7.65,EBB,D,1,1,6.7,187.1,0.03,0.05,0.06,1.12,147.8,93,46.3,1.8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Rainy, cloudy,windy, very overcast",,lolson,molinger
,,YBFMP,LIS,,ES1222B0390,12/28/2022,13:11,,,,FIELD,molinger,TRUE ,mminer,"mminer, nikemiyagi",2,CLR,0.89,8.3,6.43,520,364,7.85,EBB,D,1,2,5.3,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,STTD,,ES1222B0389,12/28/2022,10:16,,,,FIELD,mminer,TRUE,nikemiyagi,"molinger, nikemiyagi",2,CLR,0.79,8.3,9.53,514,350,8.15,Flood,U,1,1,5.4,1280.9,0.03,0.05,0.32,2.13,966.2,651,320.3,12.79,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Restarted attenuation to correct for inaccurate surface irradiance value.,,lolson,molinger
,,YBFMP,STTD,,ES0122B0037,01/03/2023,11:00,,,,FIELD,ehubbard,TRUE ,mminer,"mminer, nikemiyagi",3,CLD,0.27,8.5,7.69,505,346,7.47,High,D,1,2,43.8,327.2,0.01,0.05,0.18,0.76,245.9,162.47,81.12,3.27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,LIS,,ES0122B0038,01/03/2023,13:16,,,,FIELD,ehubbard,TRUE ,nikemiyagi,"mminer, nikemiyagi",3,CLD,0.22,8.8,7.55,430,297,7.42,Flood,D,1,2,57.5,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,SHR,,ES0122B0039,01/04/2023,8:50,,,,FIELD,mminer,TRUE ,jrobinson,"jrobinson, nikemiyagi",3,RAN,0.13,8.9,10.62,109,76,7.27,Ebb,D,1,1,104.8,124.1,0.06,0.11,0.26,2.19,92.45,62.66,31.2,12.6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Sampling was performed from dock instead of boat b/c of wind & flow,,molinger,lolson
,,YBFMP,SHR,,ES0123B0048,01/11/2023,9:12,,,,FIELD,ehubbard,TRUE,nikemiyagi,"jrobinson, nikemiyagi",3,RAN,0.13,10.0,10.43,119,85,7.27,Flood,D,1,1,87.5,160.28,0.05,0.07,0.15,0.51,120.45,80.35,40.39,1.62,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Sampled from dock,,lolson,lgunning
,,YBFMP,STTD,,ES0123B0046,01/12/2023,10:10,,,,FIELD,mminer,TRUE,molinger,"molinger, jrobinson",3,CLR,0.09,9.9,9.06,198,198,7.32,OB,D,1,3,159.7,1794.9,0.03,0.04,0.08,0.3,1357,898.9,443.3,17.91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Surface Irradiance changed to 1794.9 was 1764.9,lolson,lgunning
,,YBFMP,LIS,,ES0123B0047,01/12/2023,12:44,,,,FIELD,molinger,TRUE,jrobinson,"jrobinson, mminer",3,CLD,0.06,10.4,9.04,150,108,7.29,OB,D,1,2,241.1,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,lgunning
,,YBFMP,STTD,,ES0123B0055,01/17/2023,12:18,,,,FIELD,mminer,TRUE,jrobinson,"jrobinson, nikemiyagi",3,CLR,0.08,10.3,8.89,133,96,7.25,OB,D,1,2,149.1,1789.7,0.05,0.08,0.13,0.37,1369.1,893.7,474.4,16.52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sampled off RST in middle of channel. LOTS OF FLOW - difficult to sample w/ van dom. Very turbid, lots of debris",,lgunning,ehubbard
,,YBFMP,LIS,,ES0123B0056,01/17/2023,15:10,,,,FIELD,mminer,TRUE,jrobinson,"nikemiyagi, jrobinson",3,CLR,0.10,10.5,8.81,136,98,7.31,OB,D,1,2,143.1,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lgunning,ehubbard
,,YBFMP,SHR,,ES0123B0057,01/18/2023,8:53,,,,FIELD,mminer,TRUE,ehubbard,"ehubbard, lgunning",3,CLR,0.13,9.5,9.48,110,77,7.15,OB,D,1,1,89.3,1297.0,0.02,0.05,0.09,1.3,948.3,678.3,322.1,30.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Sampled from dock @SHR harbor. Flow prevented measurment @ last irradiance value b/c could not hold pole vertically,,lgunning,ehubbard
,,YBFMP,SHR,,ES0123B0066,01/23/2023,9:22,,,,FIELD,mminer,TRUE ,lvance,"lvance, ehubbard",1,CLR,0.15,8.0,10.86,143,96,7.49,OB,D,1,1,71.4,1639.3,0.04,0.06,0.12,0.56,1240.4,822.1,408.3,16.17,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Flow may not be over bank, but water is receeding from overtopping event (to account for 10d post overtopping). ",,lolson,molinger
,,YBFMP,STTD,,ES0123B0064,01/24/2023,10:28,,,,FIELD,mminer,TRUE ,molinger,"molinger, jrobinson",1,CLR,0.1,7.2,9.71,281,186,7.4,OB,D,1,2,110.7,1665,0.11,0.12,0.16,0.48,1247,828,417,16.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Turbid water; Turbulent water made getting accurate light depth measurements difficult.,,lolson,molinger
,,YBFMP,LIS,,ES0123B0065,01/24/2023,15:37,,,,FIELD,molinger,TRUE ,jrobinson,"mminer, jrobinson",1,CLR,0.1,8.2,9.48,351,238,7.62,OB,D,1,2,118.6,,,,,,,,,,FALSE ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,SHR,,ES0123B0075,01/31/2023,10:10,,,,FIELD,ehubbard,TRUE ,lolson,"lolson, jrobinson",3,CLR,0.19,7.8,10.78,188,126,7.55,Flood,D,1,2,35.6,1716.4,0.04,0.12,0.25,1.05,1296.3,854.2,429.5,17.86,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,STTD,,ES0123B0073,01/30/2023,9:52,,,,FIELD,ehubbard,TRUE ,jrobinson,"jrobinson, lolson, lgunning",1,CLR,0.12,7.1,9.04,440,289,7.5,OB,D,1,2,95.4,1580.1,0.07,0.1,0.14,0.46,1135.4,711.4,392.6,14.64,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,LIS,,ES0123B0074,01/30/2023,12:48,,,,FIELD,lgunning,TRUE,lolson,"jrobinson, ehubbard, lolson",1,CLR,0.09,6.8,9.65,457,298,7.71,OB,D,1,2,93.1,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,STTD,,ES0223B0082,02/09/2023,11:01,,,,FIELD,molinger,TRUE ,mminer,"lolson, nikemiyagi",3,CLR,0.22,10.2,8.57,622,445,7.68,Ebb,D,1,2,38.2,1672.1,0.06,0.13,0.27,0.94,1257.1,826.6,418.9,16.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,LIS,,ES0223B0083,02/09/2023,13:06,,,,FIELD,molinger,TRUE ,mminer,"lolson, nikemiyagi",3,CLR,0.24,11.3,8.63,687,505,7.76,Ebb,D,1,2,36.6,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,SHR,,ES0223B0084,02/10/2023,8:58,,,,FIELD,ehubbard,TRUE ,jrobinson,"jrobinson, mminer",3,CLR,0.37,9.5,10.96,169,119,7.6,Ebb,D,1,2,22.4,1430.2,0.03,0.05,0.25,1.4,1078.3,714.2,358.1,14.3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,LIS,,ES0223B0092,02/21/2023,14:11,,,,FIELD,mminer,TRUE ,nikemiyagi,"nikemiyagi, lvance",1,CLR,0.28,11.5,9.59,719,534,8.04,Ebb,D,1,2,30.9,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,windy,,molinger,lolson
,,YBFMP,SHR,,ES0223B0093,02/22/2023,9:47,,,,FIELD,mminer,TRUE ,jrobinson,"jrobinson, jadams",3,CLR,0.84,9.5,11.23,161,113,7.8,Ebb,D,1,2,12.8,1724,0.05,0.09,0.72,2.19,1295,865,432,51,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1% light measurement taken at toal depth of pole (2.19m),,molinger,lolson
,,YBFMP,STTD,,ES0223B0091,02/21/2023,10:20,,,,FIELD,mminer,TRUE ,nikemiyagi,"nikemiyagi, lvance",1,CLR,0.34,10.5,10.47,716,519,8.07,Ebb,D,1,2,16.2,1556.6,0.05,0.14,0.4,1.54,1112.3,782.6,387.1,15.63,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,STTD,,ES0323B0100,03/06/2023,9:45,,,,FIELD,ehubbard,TRUE ,mminer,"mminer, lgunning",1,CLD,0.22,9.4,9.68,669,470,7.94,Ebb,D,1,2,33.5,1631.6,0.06,0.12,0.22,0.98,1222.5,814.4,401.6,16.71,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Sun kept going behind clouds and then out,,molinger,lolson
,,YBFMP,LIS,,ES0323B0101,03/06/2023,12:12,,,,FIELD,ehubbard,TRUE ,mminer,"mminer, lgunning",1,CLR,0.22,10.0,9.68,651,464,8.01,Low,N,1,1,62.2,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,Changed Tide to Low and Flow to N.,molinger,lolson
,,YBFMP,SHR,,ES0323B0102,03/07/2023,9:10,,,,FIELD,mminer,TRUE ,jrobinson,"jrobinson, molinger",1,CLR,0.4,8.8,11.26,159,110,7.7,Ebb,D,1,2,12.9,1618,0.04,0.14,0.42,1.92,1209,806.4,404.5,16.15,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,STTD,,ES0323B0109,03/16/2023,9:34,,,,FIELD,mminer,TRUE ,lolson,"lolson, nikemiyagi",3,CLR,0.15,11.0,9.68,161,118,7.43,OB,D,1,2,52.4,1320,0.07,0.12,0.2,0.83,990.3,661.6,330.3,13.78,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,LIS,,ES0323B0110,03/16/2023,11:40,,,,FIELD,lolson,TRUE ,mminer,"mminer, nikemiyagi",3,CLR,0.17,11.7,9.55,173,129,7.49,OB,D,1,2,55,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,SHR,,ES0323B0111,03/17/2023,8:34,,,,FIELD,molinger,TRUE ,lvance,"lvance, nikemiyagi",3,CLR,0.29,10.1,11.19,92,66,7.3,OB,D,1,1,26.1,1643.7,0.12,0.19,0.38,1.55,1235.3,828.5,415.7,16.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Strong flow velocity.,,molinger,lolson
,,YBFMP,LIS,,ES0323B0119,03/29/2023,10:13,,,,FIELD,mminer,TRUE,nikemiyagi,nikemiyagi,3,RAN,0.17,10.6,9.43,407,293,7.88,OB,D,1,1,64.5,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,STTD,,ES0323B0118,03/29/2023,8:32,,,,FIELD,lolson,TRUE ,lgunning,"lgunning, jrobinson",1,RAN,0.15,10.8,9.33,364,265,7.82,OB,D,1,2,52.7,149.48,0.04,0.07,0.2,0.57,113.8,76.43,36.79,1.44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Very high flows. Rainy and cloudy,,lolson,molinger
,,YBFMP,SHR,,ES0323B0120,03/28/2023,9:07,,,,FIELD,mminer,TRUE ,lvance,"lvance,jadams",1,RAN,0.28,10.7,10.71,138,100,7.56,OB,D,1,1,34.4,129.6,0.08,0.14,0.3,1.2,97.5,64.5,32.4,1.29,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,STTD,,ES0423B0127,04/03/2023,9:42,,,,FIELD,molinger,TRUE ,lgunning,"lgunning, nikemiyagi",3,CLR,0.14,12.9,9.54,457,351,8.09,OB,D,1,2,44.2,1679.8,0.07,0.16,0.29,0.75,1273.2,833,412.2,16.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,LIS,,ES0423B0128,04/03/2023,12:40,,,,FIELD,mminer,TRUE ,lolson,lolson,1,CLR,0.23,13.6,10.38,453,355,8.23,OB,D,1,2,41.8,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Minor debris in van dorn,,lolson,molinger
,,YBFMP,SHR,,ES0423B0129,04/03/2023,7:01,,,,FIELD,mminer,TRUE ,lolson,"lolson, lvance",3,CLR,0.28,11.2,10.78,133,98,7.53,OB,D,1,1,26.2,1375.2,0.02,0.04,0.06,0.7,1035,685.3,346,13.9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,lots of sediment in water,Changed sp.cond from 113 to 133,lolson,molinger
,,YBFMP,STTD,,ES0423B0135,04/10/2023,9:25,,,,FIELD,mminer,TRUE ,nikemiyagi,"nikemiyagi, lgunning",3,CLR,0.28,17.8,9.76,550,474,8.36,OB,D,1,1,19.1,1561.6,0.06,0.22,0.43,1.22,1104.6,794.8,393.5,15.43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,LIS,,ES0423B0136,04/10/2023,11:44,,,,FIELD,lgunning,TRUE,mminer,"nikemiyagi, mminer",3,CLR,0.44,18.4,9.79,560,490,8.34,OB,D,1,2,16.4,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,SHR,,ES0423B0137,04/11/2023,9:14,,,,FIELD,mminer,TRUE ,jadams,"jadams, lolson",1,CLR,0.16,13.1,10.32,134,103,7.55,OB,D,1,2,59.5,,,,,,,,,,FALSE ,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Slightly cloudy. Light attenuation meter not operating properly. No data.,,lolson,molinger
,,YBFMP,STTD,,ES0523B0151,05/01/2023,9:07,,,,FIELD,lgunning,TRUE ,nikemiyagi,"mminer, nikemiyagi",3,CLD,,20.3,6.3,752,685,7.86,Ebb,D,1,1,25.8,365.2,0.05,0.08,0.3,1.25,274.2,182.18,91.23,3.68,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Forgot secchi ,,molinger,lolson
,,YBFMP,LIS,,ES0523B0152,05/01/2023,11:33,,,,FIELD,nikemiyagi,TRUE ,mminer,"mminer, lgunning",3,CLD,,20.1,6.57,659,597,7.8,Low,D,1,2,61.9,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Forgot secchi,,molinger,lolson
,,YBFMP,SHR,,ES0523B0153,05/02/2023,9:37,,,,FIELD,mminer,TRUE ,lgunning,"molinger, lgunning, thaas (Taylor Haas, Valley Water)",3,CLD,0.47,13.5,10.16,98,76,7.46,Ebb,D,1,1,20.1,1829.4,0.05,0.22,0.6,2.08,1379,917.8,455.5,18.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Cloudy for light attenuation,,molinger,lolson
,,YBFMP,STTD,,ES0523B0180,05/15/2023,8:12,,,,FIELD,lgunning,TRUE ,mminer,"mminer,nikemiyagi,eholmes",1,CLR,0.2,21.3,4.68,541,502,7.61,Ebb,D,1,1,38.2,1808.2,0.08,0.19,0.38,1.12,1351.2,904.9,452,18.16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,LIS,,ES0523B0181,05/15/2023,10:48,,,,FIELD,lgunning,TRUE ,mminer,"mminer,nikemiyagi,eholmes",1,CLR,0.21,22.4,6.25,561,533,7.72,Ebb,D,1,2,27.8,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,lolson,molinger
,,YBFMP,SHR,,ES0523B0182,05/16/2023,8:39,,,,FIELD,mminer,TRUE,lolson,"lolson,jadams",1,CLR,0.56,15.1,9.85,90,73,7.28,Ebb,D,1,1,10.7,1833.7,0.06,0.2,0.7,2.19,1370.8,916.2,459,106.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,last measurement recorded at total depth of pole (2.19m).,,lolson,molinger
,,YBFMP,STTD,,ES0523B0188,05/30/2023,8:04,,,,FIELD,mminer,TRUE ,nikemiyagi,"nikemiyagi, molinger",1,CLR,0.3,19.3,7.23,603,537,8.06,Ebb,D,1,2,24.3,1668.9,0.05,0.21,0.43,1.7,1282.3,844.2,417.3,16.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Windy,,molinger,lolson
,,YBFMP,LIS,,ES0523B0189,05/30/2023,10:08,,,,FIELD,mminer,TRUE,molinger,"nikemiyagi, molinger",1,CLR,0.25,20.5,6.98,892,816,7.97,Ebb,D,1,2,33.7,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,SHR,,ES0523B0190,05/31/2023,8:06,,,,FIELD,jdelatorre,TRUE ,lvance,"nikemiyagi, lvance",1,CLD,0.65,16.3,9.59,84,70,7.31,Ebb,D,1,1,11.7,2099,0.03,0.05,0.2,2.19,1574.3,1049.5,524.7,20.99,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Strong current. Heavy silt,,molinger,lolson
,,YBFMP,STTD,,ES0623B0322,06/12/2023,8:17,,,,FIELD,lolson,TRUE ,mminer,"mminer, nikemiyagi",1,CLD,0.34,19.7,7.64,490,440,8.02,Ebb,D,1,2,25,472.9,0.05,0.12,0.3,1.5,353,232.2,118.8,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Cloudy ,Changed Sampling number from ES06223B0322 to ES0623B0322,molinger,lolson
,,YBFMP,LIS,,ES0623B0323,06/12/2023,10:23,,,,FIELD,lolson,TRUE ,nikemiyagi,"mminer, nikemiyagi",1,CLD,0.27,20.5,6.07,700,640,7.78,Flood,U,1,2,43.6,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,molinger,lolson
,,YBFMP,SHR,,ES0623B0324,06/13/2023,9:01,,,,FIELD,mminer,TRUE ,jdelatorre,"jadams, jdelatorre",1,CLR,0.82,17.3,9.36,96,82,7.29,Flood,D,1,1,10.1,1853,0.04,0.28,0.81,2.2,1370,927,468,56.3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Very sunny, last subsurface irradiance measurement recorded at max depth",,molinger,lolson
,,Shared,LIS,,ES0623B0451,06/26/2023,9:20,,,,FIELD,lwigger,TRUE,lvance,"lvance, nikemiyagi",2,CLR,0.23,21.0,6.6,746,689,7.99,Flood,U,1,2,32.9,,,,,,,,,,FALSE ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,Shared,SHR,,ES0623B0458,06/27/2023,8:53,,,,FIELD,mminer,TRUE ,lwigger,"eholmes, lwigger",2,CLR,0.8,19.5,8.86,118,105,7.64,Flood,D,1,1,9.7,1763.4,0.05,0.24,0.6,2.2,1327.1,886.5,443.3,44.4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,last measurement recorded at total depth of pole (2.19m).,,lolson,lwigger
,,NDFS,RCS,,ES0623B0446,06/26/2023,9:48,,,,FIELD,mminer,TRUE ,eholmes,eholmes,3,CLR,0.14,23.9,5.45,622,609,7.69,Flood,D,1,,51.4,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,WWT,,ES0623B0447,06/26/2023,11:50,,,,FIELD,eholmes,FALSE,,mminer,3,CLR,,25.4,5.79,880,887,7.51,,D,1,2,49.5,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Collected field Blank using decontaminated equipment.,,lolson,lwigger
,,NDFS,RD22,,ES0623B0448,06/26/2023,12:55,,,,FIELD,mminer,TRUE ,eholmes,eholmes,3,CLR,0.2,26.4,11.17,731,751,8.09,Flood,D,1,2,29.4,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Collected full process equipment blank on decontaminated equipment.,"Corrected spelling of ""decontaminated"" from ""docontaminated""",lolson,lwigger
,,NDFS,DWT,,ES0623B0449,06/26/2023,8:35,,,,FIELD,mminer,TRUE ,eholmes,eholmes,3,CLR,0.26,21.6,6.42,798,745,7.72,Flood,D,1,2,32.6,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,lolson,lwigger
,,NDFS,I80,,ES0623B0450,06/26/2023,7:28,,,,FIELD,mminer,TRUE ,eholmes,eholmes,3,CLR,0.35,20.4,3.48,929,847,7.48,Flood,D,1,2,21,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,flow almost neutral,,lolson,lwigger
,,Shared,STTD,,ES0623B0452,06/26/2023,12:24,,,,FIELD,lvance,FALSE,,"nikemiyagi, lwigger",2,CLR,0.54,22.1,8.81,202,191,8.95,Flood,U,1,1,14.7,1837.5,0.05,0.34,0.7,2.19,1395.2,913,446.5,20.83,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,BL5,,ES0623B0453,06/26/2023,12:10,,,,FIELD,phordy,TRUE,molinger,"molinger, jcasby",1,CLR,0.8,19.0,8.98,162,143,9.03,Ebb,D,1,2,11.2,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Changed YSI number from 2 to 1,lolson,lwigger
,,NDFS,PRS,,ES0623B0454,06/26/2023,11:31,,,,FIELD,molinger,TRUE ,jcasby,"jcasby, phordy",1,CLR,1.1,19.0,10.19,149,132,9.07,Ebb,D,1,2,7.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,LIB,,ES0623B0455,06/26/2023,10:47,,,,FIELD,phordy,TRUE ,jcasby,"jcasby, molinger",1,CLR,0.98,19.3,8.85,138,123,7.91,Ebb,D,1,2,8.4,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,RYI,,ES0623B0456,06/26/2023,9:44,,,,FIELD,molinger,TRUE ,phordy,"phordy, jcasby",1,CLR,0.95,19.2,8.8,130,116,7.77,Flood,U,1,1,8.4,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,RVB,,ES0623B0457,06/26/2023,8:43,,,,FIELD,phordy,TRUE ,molinger,"molinger, jcasby",1,CLR,1,19.4,8.86,122,109,7.53,Flood,U,1,1,6.9,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,PH: Parisa Hordy,,lwigger,lolson
